file	base source line	mutation	S,F,A,R,H1,H2,Haccepted (T=unreachable F=reachable)	RESULT locations
scratch/m_G_161_drop.pv	G:161	drop	TTTTFFF	scratch/m_G_161_drop.out:351; scratch/m_G_161_drop.out:357; scratch/m_G_161_drop.out:363; scratch/m_G_161_drop.out:369; scratch/m_G_161_drop.out:520; scratch/m_G_161_drop.out:740; scratch/m_G_161_drop.out:971
scratch/m_G_161_tag.pv	G:161	tag	TTTTFFF	scratch/m_G_161_tag.out:354; scratch/m_G_161_tag.out:360; scratch/m_G_161_tag.out:366; scratch/m_G_161_tag.out:372; scratch/m_G_161_tag.out:536; scratch/m_G_161_tag.out:756; scratch/m_G_161_tag.out:987
scratch/m_G_161_binding.pv	G:161	binding	TTTTFFF	scratch/m_G_161_binding.out:354; scratch/m_G_161_binding.out:360; scratch/m_G_161_binding.out:366; scratch/m_G_161_binding.out:372; scratch/m_G_161_binding.out:539; scratch/m_G_161_binding.out:759; scratch/m_G_161_binding.out:990
scratch/m_G_163_arity.pv	G:163	arity	FTTTFFF	scratch/m_G_163_arity.out:520; scratch/m_G_163_arity.out:526; scratch/m_G_163_arity.out:532; scratch/m_G_163_arity.out:538; scratch/m_G_163_arity.out:702; scratch/m_G_163_arity.out:922; scratch/m_G_163_arity.out:1153
scratch/m_G_164_drop.pv	G:164	drop	TFTTFFF	scratch/m_G_164_drop.out:352; scratch/m_G_164_drop.out:537; scratch/m_G_164_drop.out:544; scratch/m_G_164_drop.out:551; scratch/m_G_164_drop.out:715; scratch/m_G_164_drop.out:935; scratch/m_G_164_drop.out:1167
scratch/m_G_165_drop.pv	G:165	drop	TTTTFFF	scratch/m_G_165_drop.out:352; scratch/m_G_165_drop.out:358; scratch/m_G_165_drop.out:364; scratch/m_G_165_drop.out:370; scratch/m_G_165_drop.out:520; scratch/m_G_165_drop.out:740; scratch/m_G_165_drop.out:971
scratch/m_G_165_tag.pv	G:165	tag	TTTTFFF	scratch/m_G_165_tag.out:354; scratch/m_G_165_tag.out:360; scratch/m_G_165_tag.out:366; scratch/m_G_165_tag.out:372; scratch/m_G_165_tag.out:536; scratch/m_G_165_tag.out:756; scratch/m_G_165_tag.out:987
scratch/m_G_165_binding.pv	G:165	binding	TTTTFFF	scratch/m_G_165_binding.out:354; scratch/m_G_165_binding.out:360; scratch/m_G_165_binding.out:367; scratch/m_G_165_binding.out:374; scratch/m_G_165_binding.out:538; scratch/m_G_165_binding.out:758; scratch/m_G_165_binding.out:990
scratch/m_G_166_drop.pv	G:166	drop	TTTTFFF	scratch/m_G_166_drop.out:352; scratch/m_G_166_drop.out:358; scratch/m_G_166_drop.out:364; scratch/m_G_166_drop.out:370; scratch/m_G_166_drop.out:523; scratch/m_G_166_drop.out:743; scratch/m_G_166_drop.out:974
scratch/m_G_166_tag.pv	G:166	tag	TTTTFFF	scratch/m_G_166_tag.out:354; scratch/m_G_166_tag.out:360; scratch/m_G_166_tag.out:366; scratch/m_G_166_tag.out:372; scratch/m_G_166_tag.out:536; scratch/m_G_166_tag.out:756; scratch/m_G_166_tag.out:987
scratch/m_G_166_binding.pv	G:166	binding	TTTTFFF	scratch/m_G_166_binding.out:354; scratch/m_G_166_binding.out:360; scratch/m_G_166_binding.out:367; scratch/m_G_166_binding.out:374; scratch/m_G_166_binding.out:541; scratch/m_G_166_binding.out:761; scratch/m_G_166_binding.out:993
scratch/m_G_167_alg.pv	G:167	alg	TTTTFFF	scratch/m_G_167_alg.out:354; scratch/m_G_167_alg.out:360; scratch/m_G_167_alg.out:366; scratch/m_G_167_alg.out:372; scratch/m_G_167_alg.out:536; scratch/m_G_167_alg.out:756; scratch/m_G_167_alg.out:987
scratch/m_G_167_id.pv	G:167	id	TTTTFFF	scratch/m_G_167_id.out:354; scratch/m_G_167_id.out:360; scratch/m_G_167_id.out:366; scratch/m_G_167_id.out:372; scratch/m_G_167_id.out:536; scratch/m_G_167_id.out:756; scratch/m_G_167_id.out:987
scratch/m_G_167_fp.pv	G:167	fp	TTTTFFF	scratch/m_G_167_fp.out:354; scratch/m_G_167_fp.out:360; scratch/m_G_167_fp.out:366; scratch/m_G_167_fp.out:372; scratch/m_G_167_fp.out:536; scratch/m_G_167_fp.out:756; scratch/m_G_167_fp.out:987
scratch/m_G_168_drop.pv	G:168	drop	TTTTFFF	scratch/m_G_168_drop.out:352; scratch/m_G_168_drop.out:358; scratch/m_G_168_drop.out:364; scratch/m_G_168_drop.out:370; scratch/m_G_168_drop.out:534; scratch/m_G_168_drop.out:754; scratch/m_G_168_drop.out:985
scratch/m_G_179_drop.pv	G:179	drop	TTTTFFF	scratch/m_G_179_drop.out:351; scratch/m_G_179_drop.out:357; scratch/m_G_179_drop.out:363; scratch/m_G_179_drop.out:369; scratch/m_G_179_drop.out:533; scratch/m_G_179_drop.out:740; scratch/m_G_179_drop.out:958
scratch/m_G_179_tag.pv	G:179	tag	TTTTFFF	scratch/m_G_179_tag.out:354; scratch/m_G_179_tag.out:360; scratch/m_G_179_tag.out:366; scratch/m_G_179_tag.out:372; scratch/m_G_179_tag.out:536; scratch/m_G_179_tag.out:756; scratch/m_G_179_tag.out:987
scratch/m_G_179_binding.pv	G:179	binding	TTTTFFF	scratch/m_G_179_binding.out:354; scratch/m_G_179_binding.out:360; scratch/m_G_179_binding.out:366; scratch/m_G_179_binding.out:372; scratch/m_G_179_binding.out:536; scratch/m_G_179_binding.out:759; scratch/m_G_179_binding.out:993
scratch/m_G_182_drop.pv	G:182	drop	TFTTFFF	scratch/m_G_182_drop.out:353; scratch/m_G_182_drop.out:601; scratch/m_G_182_drop.out:608; scratch/m_G_182_drop.out:615; scratch/m_G_182_drop.out:780; scratch/m_G_182_drop.out:1001; scratch/m_G_182_drop.out:1216
scratch/m_G_183_drop.pv	G:183	drop	TFTTFFF	scratch/m_G_183_drop.out:353; scratch/m_G_183_drop.out:601; scratch/m_G_183_drop.out:608; scratch/m_G_183_drop.out:615; scratch/m_G_183_drop.out:780; scratch/m_G_183_drop.out:1001; scratch/m_G_183_drop.out:1233
scratch/m_G_184_drop.pv	G:184	drop	TTTTFFF	scratch/m_G_184_drop.out:352; scratch/m_G_184_drop.out:358; scratch/m_G_184_drop.out:364; scratch/m_G_184_drop.out:370; scratch/m_G_184_drop.out:534; scratch/m_G_184_drop.out:740; scratch/m_G_184_drop.out:957
scratch/m_G_184_tag.pv	G:184	tag	TTTTFFF	scratch/m_G_184_tag.out:354; scratch/m_G_184_tag.out:360; scratch/m_G_184_tag.out:366; scratch/m_G_184_tag.out:372; scratch/m_G_184_tag.out:536; scratch/m_G_184_tag.out:756; scratch/m_G_184_tag.out:987
scratch/m_G_184_binding.pv	G:184	binding	TTTTFFF	scratch/m_G_184_binding.out:355; scratch/m_G_184_binding.out:362; scratch/m_G_184_binding.out:369; scratch/m_G_184_binding.out:376; scratch/m_G_184_binding.out:541; scratch/m_G_184_binding.out:762; scratch/m_G_184_binding.out:994
scratch/m_G_185_drop.pv	G:185	drop	TTTTFFF	scratch/m_G_185_drop.out:352; scratch/m_G_185_drop.out:358; scratch/m_G_185_drop.out:364; scratch/m_G_185_drop.out:370; scratch/m_G_185_drop.out:534; scratch/m_G_185_drop.out:740; scratch/m_G_185_drop.out:957
scratch/m_G_185_tag.pv	G:185	tag	TTTTFFF	scratch/m_G_185_tag.out:354; scratch/m_G_185_tag.out:360; scratch/m_G_185_tag.out:366; scratch/m_G_185_tag.out:372; scratch/m_G_185_tag.out:536; scratch/m_G_185_tag.out:756; scratch/m_G_185_tag.out:987
scratch/m_G_185_binding.pv	G:185	binding	TTTTFFF	scratch/m_G_185_binding.out:355; scratch/m_G_185_binding.out:362; scratch/m_G_185_binding.out:369; scratch/m_G_185_binding.out:376; scratch/m_G_185_binding.out:541; scratch/m_G_185_binding.out:762; scratch/m_G_185_binding.out:994
scratch/m_G_186_drop.pv	G:186	drop	TTTTFFF	scratch/m_G_186_drop.out:352; scratch/m_G_186_drop.out:358; scratch/m_G_186_drop.out:364; scratch/m_G_186_drop.out:370; scratch/m_G_186_drop.out:534; scratch/m_G_186_drop.out:749; scratch/m_G_186_drop.out:975
scratch/m_G_186_tag.pv	G:186	tag	TTTTFFF	scratch/m_G_186_tag.out:354; scratch/m_G_186_tag.out:360; scratch/m_G_186_tag.out:366; scratch/m_G_186_tag.out:372; scratch/m_G_186_tag.out:536; scratch/m_G_186_tag.out:756; scratch/m_G_186_tag.out:987
scratch/m_G_186_binding.pv	G:186	binding	TTTTFFF	scratch/m_G_186_binding.out:355; scratch/m_G_186_binding.out:362; scratch/m_G_186_binding.out:369; scratch/m_G_186_binding.out:376; scratch/m_G_186_binding.out:541; scratch/m_G_186_binding.out:771; scratch/m_G_186_binding.out:1012
scratch/m_G_187_drop.pv	G:187	drop	TTTTFFF	scratch/m_G_187_drop.out:352; scratch/m_G_187_drop.out:358; scratch/m_G_187_drop.out:364; scratch/m_G_187_drop.out:370; scratch/m_G_187_drop.out:534; scratch/m_G_187_drop.out:749; scratch/m_G_187_drop.out:969
scratch/m_G_187_tag.pv	G:187	tag	TTTTFFF	scratch/m_G_187_tag.out:354; scratch/m_G_187_tag.out:360; scratch/m_G_187_tag.out:366; scratch/m_G_187_tag.out:372; scratch/m_G_187_tag.out:536; scratch/m_G_187_tag.out:756; scratch/m_G_187_tag.out:987
scratch/m_G_187_binding.pv	G:187	binding	TTTTFFF	scratch/m_G_187_binding.out:355; scratch/m_G_187_binding.out:362; scratch/m_G_187_binding.out:369; scratch/m_G_187_binding.out:376; scratch/m_G_187_binding.out:541; scratch/m_G_187_binding.out:771; scratch/m_G_187_binding.out:1006
scratch/m_G_188_alg.pv	G:188	alg	TTTTFFF	scratch/m_G_188_alg.out:354; scratch/m_G_188_alg.out:360; scratch/m_G_188_alg.out:366; scratch/m_G_188_alg.out:372; scratch/m_G_188_alg.out:536; scratch/m_G_188_alg.out:756; scratch/m_G_188_alg.out:987
scratch/m_G_188_id.pv	G:188	id	TTTTFFF	scratch/m_G_188_id.out:354; scratch/m_G_188_id.out:360; scratch/m_G_188_id.out:366; scratch/m_G_188_id.out:372; scratch/m_G_188_id.out:536; scratch/m_G_188_id.out:756; scratch/m_G_188_id.out:987
scratch/m_G_188_fp.pv	G:188	fp	TTTTFFF	scratch/m_G_188_fp.out:354; scratch/m_G_188_fp.out:360; scratch/m_G_188_fp.out:366; scratch/m_G_188_fp.out:372; scratch/m_G_188_fp.out:536; scratch/m_G_188_fp.out:756; scratch/m_G_188_fp.out:987
scratch/m_G_189_drop.pv	G:189	drop	TTTTFFF	scratch/m_G_189_drop.out:352; scratch/m_G_189_drop.out:358; scratch/m_G_189_drop.out:364; scratch/m_G_189_drop.out:370; scratch/m_G_189_drop.out:534; scratch/m_G_189_drop.out:754; scratch/m_G_189_drop.out:985
scratch/m_G_190_alg.pv	G:190	alg	TTTTFFF	scratch/m_G_190_alg.out:354; scratch/m_G_190_alg.out:360; scratch/m_G_190_alg.out:366; scratch/m_G_190_alg.out:372; scratch/m_G_190_alg.out:536; scratch/m_G_190_alg.out:756; scratch/m_G_190_alg.out:987
scratch/m_G_190_id.pv	G:190	id	TTTTFFF	scratch/m_G_190_id.out:354; scratch/m_G_190_id.out:360; scratch/m_G_190_id.out:366; scratch/m_G_190_id.out:372; scratch/m_G_190_id.out:536; scratch/m_G_190_id.out:756; scratch/m_G_190_id.out:987
scratch/m_G_190_fp.pv	G:190	fp	TTTTFFF	scratch/m_G_190_fp.out:354; scratch/m_G_190_fp.out:360; scratch/m_G_190_fp.out:366; scratch/m_G_190_fp.out:372; scratch/m_G_190_fp.out:536; scratch/m_G_190_fp.out:756; scratch/m_G_190_fp.out:987
scratch/m_G_191_drop.pv	G:191	drop	TTTTFFF	scratch/m_G_191_drop.out:352; scratch/m_G_191_drop.out:358; scratch/m_G_191_drop.out:364; scratch/m_G_191_drop.out:370; scratch/m_G_191_drop.out:534; scratch/m_G_191_drop.out:754; scratch/m_G_191_drop.out:985
scratch/m_C3_126_drop.pv	C3:126	drop	TTTTFFF	scratch/m_C3_126_drop.out:346; scratch/m_C3_126_drop.out:353; scratch/m_C3_126_drop.out:360; scratch/m_C3_126_drop.out:367; scratch/m_C3_126_drop.out:514; scratch/m_C3_126_drop.out:733; scratch/m_C3_126_drop.out:963
scratch/m_C3_126_tag.pv	C3:126	tag	TTTTFFF	scratch/m_C3_126_tag.out:349; scratch/m_C3_126_tag.out:356; scratch/m_C3_126_tag.out:363; scratch/m_C3_126_tag.out:370; scratch/m_C3_126_tag.out:534; scratch/m_C3_126_tag.out:753; scratch/m_C3_126_tag.out:983
scratch/m_C3_126_binding.pv	C3:126	binding	TTTTFFF	scratch/m_C3_126_binding.out:349; scratch/m_C3_126_binding.out:356; scratch/m_C3_126_binding.out:363; scratch/m_C3_126_binding.out:370; scratch/m_C3_126_binding.out:533; scratch/m_C3_126_binding.out:752; scratch/m_C3_126_binding.out:982
scratch/m_C3_128_arity.pv	C3:128	arity	FTTTFFF	scratch/m_C3_128_arity.out:514; scratch/m_C3_128_arity.out:521; scratch/m_C3_128_arity.out:528; scratch/m_C3_128_arity.out:535; scratch/m_C3_128_arity.out:699; scratch/m_C3_128_arity.out:918; scratch/m_C3_128_arity.out:1148
scratch/m_C3_129_drop.pv	C3:129	drop	TFTTFFF	scratch/m_C3_129_drop.out:347; scratch/m_C3_129_drop.out:532; scratch/m_C3_129_drop.out:539; scratch/m_C3_129_drop.out:546; scratch/m_C3_129_drop.out:710; scratch/m_C3_129_drop.out:929; scratch/m_C3_129_drop.out:1159
scratch/m_C3_130_drop.pv	C3:130	drop	TTFTFFF	scratch/m_C3_130_drop.out:347; scratch/m_C3_130_drop.out:354; scratch/m_C3_130_drop.out:519; scratch/m_C3_130_drop.out:526; scratch/m_C3_130_drop.out:676; scratch/m_C3_130_drop.out:895; scratch/m_C3_130_drop.out:1056
scratch/m_C3_130_tag.pv	C3:130	tag	TTTTFFF	scratch/m_C3_130_tag.out:349; scratch/m_C3_130_tag.out:356; scratch/m_C3_130_tag.out:363; scratch/m_C3_130_tag.out:370; scratch/m_C3_130_tag.out:534; scratch/m_C3_130_tag.out:753; scratch/m_C3_130_tag.out:983
scratch/m_C3_130_binding.pv	C3:130	binding	TTFTFFF	scratch/m_C3_130_binding.out:349; scratch/m_C3_130_binding.out:356; scratch/m_C3_130_binding.out:535; scratch/m_C3_130_binding.out:542; scratch/m_C3_130_binding.out:706; scratch/m_C3_130_binding.out:925; scratch/m_C3_130_binding.out:1100
scratch/m_C3_131_drop.pv	C3:131	drop	TTTTFFF	scratch/m_C3_131_drop.out:346; scratch/m_C3_131_drop.out:353; scratch/m_C3_131_drop.out:360; scratch/m_C3_131_drop.out:367; scratch/m_C3_131_drop.out:520; scratch/m_C3_131_drop.out:739; scratch/m_C3_131_drop.out:969
scratch/m_C3_131_tag.pv	C3:131	tag	TTTTFFF	scratch/m_C3_131_tag.out:349; scratch/m_C3_131_tag.out:356; scratch/m_C3_131_tag.out:363; scratch/m_C3_131_tag.out:370; scratch/m_C3_131_tag.out:534; scratch/m_C3_131_tag.out:753; scratch/m_C3_131_tag.out:983
scratch/m_C3_131_binding.pv	C3:131	binding	TTTTFFF	scratch/m_C3_131_binding.out:349; scratch/m_C3_131_binding.out:356; scratch/m_C3_131_binding.out:363; scratch/m_C3_131_binding.out:370; scratch/m_C3_131_binding.out:537; scratch/m_C3_131_binding.out:756; scratch/m_C3_131_binding.out:986
scratch/m_C3_132_alg.pv	C3:132	alg	TTTTFFF	scratch/m_C3_132_alg.out:349; scratch/m_C3_132_alg.out:356; scratch/m_C3_132_alg.out:363; scratch/m_C3_132_alg.out:370; scratch/m_C3_132_alg.out:534; scratch/m_C3_132_alg.out:753; scratch/m_C3_132_alg.out:983
scratch/m_C3_132_id.pv	C3:132	id	TTTTFFF	scratch/m_C3_132_id.out:349; scratch/m_C3_132_id.out:356; scratch/m_C3_132_id.out:363; scratch/m_C3_132_id.out:370; scratch/m_C3_132_id.out:534; scratch/m_C3_132_id.out:753; scratch/m_C3_132_id.out:983
scratch/m_C3_132_fp.pv	C3:132	fp	TTTFFFF	scratch/m_C3_132_fp.out:349; scratch/m_C3_132_fp.out:356; scratch/m_C3_132_fp.out:363; scratch/m_C3_132_fp.out:545; scratch/m_C3_132_fp.out:709; scratch/m_C3_132_fp.out:928; scratch/m_C3_132_fp.out:1158
scratch/m_C3_143_drop.pv	C3:143	drop	TTTTFFF	scratch/m_C3_143_drop.out:346; scratch/m_C3_143_drop.out:353; scratch/m_C3_143_drop.out:360; scratch/m_C3_143_drop.out:367; scratch/m_C3_143_drop.out:531; scratch/m_C3_143_drop.out:733; scratch/m_C3_143_drop.out:946
scratch/m_C3_143_tag.pv	C3:143	tag	TTTTFFF	scratch/m_C3_143_tag.out:349; scratch/m_C3_143_tag.out:356; scratch/m_C3_143_tag.out:363; scratch/m_C3_143_tag.out:370; scratch/m_C3_143_tag.out:534; scratch/m_C3_143_tag.out:753; scratch/m_C3_143_tag.out:983
scratch/m_C3_143_binding.pv	C3:143	binding	TTTTFFF	scratch/m_C3_143_binding.out:349; scratch/m_C3_143_binding.out:356; scratch/m_C3_143_binding.out:363; scratch/m_C3_143_binding.out:370; scratch/m_C3_143_binding.out:534; scratch/m_C3_143_binding.out:752; scratch/m_C3_143_binding.out:981
scratch/m_C3_146_drop.pv	C3:146	drop	TFTTFFF	scratch/m_C3_146_drop.out:348; scratch/m_C3_146_drop.out:595; scratch/m_C3_146_drop.out:603; scratch/m_C3_146_drop.out:611; scratch/m_C3_146_drop.out:776; scratch/m_C3_146_drop.out:996; scratch/m_C3_146_drop.out:1210
scratch/m_C3_147_drop.pv	C3:147	drop	TFTTFFF	scratch/m_C3_147_drop.out:348; scratch/m_C3_147_drop.out:595; scratch/m_C3_147_drop.out:603; scratch/m_C3_147_drop.out:611; scratch/m_C3_147_drop.out:776; scratch/m_C3_147_drop.out:996; scratch/m_C3_147_drop.out:1227
scratch/m_C3_148_drop.pv	C3:148	drop	TTFTFFF	scratch/m_C3_148_drop.out:347; scratch/m_C3_148_drop.out:354; scratch/m_C3_148_drop.out:579; scratch/m_C3_148_drop.out:586; scratch/m_C3_148_drop.out:750; scratch/m_C3_148_drop.out:955; scratch/m_C3_148_drop.out:1176
scratch/m_C3_148_tag.pv	C3:148	tag	TTTTFFF	scratch/m_C3_148_tag.out:349; scratch/m_C3_148_tag.out:356; scratch/m_C3_148_tag.out:363; scratch/m_C3_148_tag.out:370; scratch/m_C3_148_tag.out:534; scratch/m_C3_148_tag.out:753; scratch/m_C3_148_tag.out:983
scratch/m_C3_148_binding.pv	C3:148	binding	TTFTFFF	scratch/m_C3_148_binding.out:350; scratch/m_C3_148_binding.out:358; scratch/m_C3_148_binding.out:599; scratch/m_C3_148_binding.out:607; scratch/m_C3_148_binding.out:772; scratch/m_C3_148_binding.out:992; scratch/m_C3_148_binding.out:1228
scratch/m_C3_149_drop.pv	C3:149	drop	TTFTFFF	scratch/m_C3_149_drop.out:347; scratch/m_C3_149_drop.out:354; scratch/m_C3_149_drop.out:579; scratch/m_C3_149_drop.out:586; scratch/m_C3_149_drop.out:750; scratch/m_C3_149_drop.out:955; scratch/m_C3_149_drop.out:1171
scratch/m_C3_149_tag.pv	C3:149	tag	TTTTFFF	scratch/m_C3_149_tag.out:349; scratch/m_C3_149_tag.out:356; scratch/m_C3_149_tag.out:363; scratch/m_C3_149_tag.out:370; scratch/m_C3_149_tag.out:534; scratch/m_C3_149_tag.out:753; scratch/m_C3_149_tag.out:983
scratch/m_C3_149_binding.pv	C3:149	binding	TTFTFFF	scratch/m_C3_149_binding.out:350; scratch/m_C3_149_binding.out:358; scratch/m_C3_149_binding.out:598; scratch/m_C3_149_binding.out:606; scratch/m_C3_149_binding.out:771; scratch/m_C3_149_binding.out:991; scratch/m_C3_149_binding.out:1222
scratch/m_C3_150_drop.pv	C3:150	drop	TTTTFFF	scratch/m_C3_150_drop.out:346; scratch/m_C3_150_drop.out:352; scratch/m_C3_150_drop.out:358; scratch/m_C3_150_drop.out:364; scratch/m_C3_150_drop.out:527; scratch/m_C3_150_drop.out:740; scratch/m_C3_150_drop.out:964
scratch/m_C3_150_tag.pv	C3:150	tag	TTTTFFF	scratch/m_C3_150_tag.out:349; scratch/m_C3_150_tag.out:356; scratch/m_C3_150_tag.out:363; scratch/m_C3_150_tag.out:370; scratch/m_C3_150_tag.out:534; scratch/m_C3_150_tag.out:753; scratch/m_C3_150_tag.out:983
scratch/m_C3_150_binding.pv	C3:150	binding	TTTTFFF	scratch/m_C3_150_binding.out:350; scratch/m_C3_150_binding.out:358; scratch/m_C3_150_binding.out:366; scratch/m_C3_150_binding.out:374; scratch/m_C3_150_binding.out:539; scratch/m_C3_150_binding.out:768; scratch/m_C3_150_binding.out:1008
scratch/m_C3_151_drop.pv	C3:151	drop	TTTTFFF	scratch/m_C3_151_drop.out:346; scratch/m_C3_151_drop.out:352; scratch/m_C3_151_drop.out:358; scratch/m_C3_151_drop.out:364; scratch/m_C3_151_drop.out:527; scratch/m_C3_151_drop.out:740; scratch/m_C3_151_drop.out:958
scratch/m_C3_151_tag.pv	C3:151	tag	TTTTFFF	scratch/m_C3_151_tag.out:349; scratch/m_C3_151_tag.out:356; scratch/m_C3_151_tag.out:363; scratch/m_C3_151_tag.out:370; scratch/m_C3_151_tag.out:534; scratch/m_C3_151_tag.out:753; scratch/m_C3_151_tag.out:983
scratch/m_C3_151_binding.pv	C3:151	binding	TTTTFFF	scratch/m_C3_151_binding.out:350; scratch/m_C3_151_binding.out:358; scratch/m_C3_151_binding.out:366; scratch/m_C3_151_binding.out:374; scratch/m_C3_151_binding.out:539; scratch/m_C3_151_binding.out:768; scratch/m_C3_151_binding.out:1002
scratch/m_C3_152_alg.pv	C3:152	alg	TTTTFFF	scratch/m_C3_152_alg.out:349; scratch/m_C3_152_alg.out:356; scratch/m_C3_152_alg.out:363; scratch/m_C3_152_alg.out:370; scratch/m_C3_152_alg.out:534; scratch/m_C3_152_alg.out:753; scratch/m_C3_152_alg.out:983
scratch/m_C3_152_id.pv	C3:152	id	TTTTFFF	scratch/m_C3_152_id.out:349; scratch/m_C3_152_id.out:356; scratch/m_C3_152_id.out:363; scratch/m_C3_152_id.out:370; scratch/m_C3_152_id.out:534; scratch/m_C3_152_id.out:753; scratch/m_C3_152_id.out:983
scratch/m_C3_152_fp.pv	C3:152	fp	TTTFFFF	scratch/m_C3_152_fp.out:350; scratch/m_C3_152_fp.out:358; scratch/m_C3_152_fp.out:366; scratch/m_C3_152_fp.out:598; scratch/m_C3_152_fp.out:763; scratch/m_C3_152_fp.out:983; scratch/m_C3_152_fp.out:1214
scratch/m_C3_153_alg.pv	C3:153	alg	TTTTFFF	scratch/m_C3_153_alg.out:349; scratch/m_C3_153_alg.out:356; scratch/m_C3_153_alg.out:363; scratch/m_C3_153_alg.out:370; scratch/m_C3_153_alg.out:534; scratch/m_C3_153_alg.out:753; scratch/m_C3_153_alg.out:983
scratch/m_C3_153_id.pv	C3:153	id	TTTTFFF	scratch/m_C3_153_id.out:349; scratch/m_C3_153_id.out:356; scratch/m_C3_153_id.out:363; scratch/m_C3_153_id.out:370; scratch/m_C3_153_id.out:534; scratch/m_C3_153_id.out:753; scratch/m_C3_153_id.out:983
scratch/m_C3_153_fp.pv	C3:153	fp	TTTFFFF	scratch/m_C3_153_fp.out:350; scratch/m_C3_153_fp.out:358; scratch/m_C3_153_fp.out:366; scratch/m_C3_153_fp.out:598; scratch/m_C3_153_fp.out:763; scratch/m_C3_153_fp.out:983; scratch/m_C3_153_fp.out:1214
